Src IP,Dst IP,Src Port,Dst Port,Protocol,Duration (s),Out Bytes,In Bytes,Total Packets,Total Bytes,Bytes/sec,Bytes/pkt,Pkts/sec,Ratio Out/In,State Flags,Direction,Prediction
10.20.73.129,172.18.3.20,49922.0,53.0,17,0.0,0,87,1,87,72980889.6,87.0,838860.8,0.0,,->,0
10.20.73.129,172.16.0.100,54256.0,53.0,17,0.0,0,96,1,96,0.0,96.0,0.0,0.0,,->,0
10.20.73.129,10.64.76.10,54030.0,53.0,17,0.0,0,87,1,87,0.0,87.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.101,55803.0,53.0,17,0.0,0,96,1,96,0.0,96.0,0.0,0.0,,->,0
10.20.73.129,172.18.2.20,63559.0,53.0,17,0.0,0,96,1,96,0.0,96.0,0.0,0.0,,->,0
10.20.73.129,10.64.77.10,56949.0,53.0,17,0.0,0,87,1,87,0.0,87.0,0.0,0.0,,->,0
10.20.73.129,172.18.2.20,57913.0,53.0,17,0.0,0,87,1,87,0.0,87.0,0.0,0.0,,->,0
10.20.73.129,10.64.77.10,52257.0,53.0,17,0.0,0,87,1,87,0.0,87.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.101,62887.0,53.0,17,0.0,0,87,1,87,0.0,87.0,0.0,0.0,,->,0
10.20.73.129,10.64.76.10,59800.0,53.0,17,0.0,0,87,1,87,0.0,87.0,0.0,0.0,,->,0
10.20.73.129,172.18.2.20,49926.0,53.0,17,0.0,0,87,1,87,0.0,87.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.101,63633.0,53.0,17,0.0,0,87,1,87,0.0,87.0,0.0,0.0,,->,0
10.20.73.129,10.64.77.10,63631.0,53.0,17,0.0,0,96,1,96,0.0,96.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.100,51170.0,53.0,17,0.0,0,87,1,87,0.0,87.0,0.0,0.0,,->,0
10.20.73.129,10.64.76.10,65267.0,53.0,17,0.0,0,96,1,96,0.0,96.0,0.0,0.0,,->,0
172.16.0.100,10.20.73.129,53.0,64272.0,17,0.0,0,163,1,163,0.0,163.0,0.0,0.0,,->,0
172.16.0.100,10.20.73.129,53.0,60438.0,17,0.0,0,198,1,198,0.0,198.0,0.0,0.0,,->,0
172.16.0.100,10.20.73.129,53.0,57130.0,17,0.0,0,103,1,103,108003328.0,103.0,1048576.0,0.0,,->,0
172.16.0.100,10.20.73.129,53.0,63333.0,17,0.0,0,227,1,227,238026752.0,227.0,1048576.0,0.0,,->,0
172.16.0.101,10.20.73.129,53.0,56230.0,17,0.0,0,103,1,103,108003328.0,103.0,1048576.0,0.0,,->,0
172.16.0.101,10.20.73.129,53.0,63633.0,17,0.0,0,152,1,152,127506841.6,152.0,838860.8,0.0,,->,0
172.16.0.100,10.20.73.129,53.0,51170.0,17,0.0,0,152,1,152,0.0,152.0,0.0,0.0,,->,0
172.16.0.100,10.20.73.129,53.0,54256.0,17,0.0,0,187,1,187,0.0,187.0,0.0,0.0,,->,0
172.16.0.101,10.20.73.129,53.0,62887.0,17,0.0,0,227,1,227,0.0,227.0,0.0,0.0,,->,0
172.16.0.101,10.20.73.129,53.0,51653.0,17,0.0,0,163,1,163,0.0,163.0,0.0,0.0,,->,0
172.16.0.101,10.20.73.129,53.0,57603.0,17,0.0,0,198,1,198,0.0,198.0,0.0,0.0,,->,0
172.16.0.101,10.20.73.129,53.0,55803.0,17,0.0,0,187,1,187,0.0,187.0,0.0,0.0,,->,0
10.20.73.129,151.101.3.6,57347.0,443.0,17,0.07,3789,1242,12,5031,69799.16,419.25,166.49,3.05,,->,0
151.101.3.6,10.20.73.129,443.0,57347.0,17,1.27,10236,783,15,11019,8663.11,734.6,11.79,13.07,,->,0
10.20.73.129,23.192.228.76,65089.0,443.0,6,0.33,913,78,7,991,3039.2,141.57,21.47,11.71,"FIN, ACK, SYN",->,0
10.20.73.129,23.32.229.200,65090.0,443.0,6,0.36,1896,78,15,1974,5426.73,131.6,41.24,24.31,"FIN, ACK, SYN",->,0
10.20.73.129,23.192.228.77,65091.0,443.0,6,0.32,1149,78,9,1227,3776.7,136.33,27.7,14.73,"FIN, ACK, SYN",->,0
23.192.228.76,10.20.73.129,443.0,65089.0,6,0.32,3869,74,6,3943,12324.87,657.17,18.75,52.28,"FIN, ACK, SYN",->,0
23.32.229.200,10.20.73.129,443.0,65090.0,6,0.36,7263,74,15,7337,20542.5,489.13,42.0,98.15,"FIN, ACK, SYN",->,0
23.192.228.77,10.20.73.129,443.0,65091.0,6,0.31,3999,74,8,4073,12959.91,509.12,25.46,54.04,"FIN, ACK, SYN",->,0
10.20.73.129,23.32.229.200,65092.0,443.0,6,0.65,2028,78,17,2106,3238.01,123.88,26.14,26.0,"FIN, ACK, SYN",->,0
10.20.73.129,23.192.228.76,65093.0,443.0,6,30.7,1672,78,13,1750,57.0,134.62,0.42,21.44,"FIN, ACK, SYN",->,0
23.192.228.76,10.20.73.129,443.0,65093.0,6,30.7,4884,74,10,4958,161.52,495.8,0.33,66.0,"FIN, ACK, SYN",->,0
23.32.229.200,10.20.73.129,443.0,65092.0,6,0.64,7329,74,16,7403,11489.68,462.69,24.83,99.04,"FIN, ACK, SYN",->,0
10.20.73.129,23.192.228.76,65094.0,443.0,6,0.16,1318,78,8,1396,8832.36,174.5,50.62,16.9,"ACK, SYN",->,0
23.192.228.76,10.20.73.129,443.0,65094.0,6,0.14,4082,74,7,4156,29124.24,593.71,49.05,55.16,"ACK, SYN",->,0
10.20.73.129,172.18.3.20,64472.0,53.0,17,0.0,0,85,1,85,0.0,85.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.100,60401.0,53.0,17,0.0,0,85,1,85,0.0,85.0,0.0,0.0,,->,0
10.20.73.129,172.18.3.20,61144.0,53.0,17,0.0,0,85,1,85,0.0,85.0,0.0,0.0,,->,0
10.20.73.129,10.64.76.10,54491.0,53.0,17,0.0,0,85,1,85,0.0,85.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.100,59206.0,53.0,17,0.0,0,85,1,85,89128960.0,85.0,1048576.0,0.0,,->,0
10.20.73.129,10.64.77.10,59082.0,53.0,17,0.0,0,85,1,85,0.0,85.0,0.0,0.0,,->,0
10.20.73.129,10.64.76.10,55402.0,53.0,17,0.0,0,85,1,85,0.0,85.0,0.0,0.0,,->,0
10.20.73.129,10.64.77.10,54988.0,53.0,17,0.0,0,85,1,85,0.0,85.0,0.0,0.0,,->,0
10.20.73.129,172.18.2.20,55107.0,53.0,17,0.0,0,85,1,85,89128960.0,85.0,1048576.0,0.0,,->,0
10.20.73.129,172.18.2.20,55170.0,53.0,17,0.0,0,85,1,85,0.0,85.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.101,50169.0,53.0,17,0.0,0,85,1,85,0.0,85.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.101,60810.0,53.0,17,0.0,0,85,1,85,0.0,85.0,0.0,0.0,,->,0
172.16.0.100,10.20.73.129,53.0,59206.0,17,0.0,0,101,1,101,0.0,101.0,0.0,0.0,,->,0
10.20.73.129,23.32.228.33,65095.0,443.0,6,1.99,1074,78,11,1152,578.43,104.73,5.52,13.77,"FIN, ACK, SYN",->,0
172.16.0.100,10.20.73.129,53.0,60401.0,17,0.0,0,225,1,225,0.0,225.0,0.0,0.0,,->,0
172.16.0.101,10.20.73.129,53.0,60810.0,17,0.0,0,101,1,101,0.0,101.0,0.0,0.0,,->,0
172.16.0.101,10.20.73.129,53.0,50169.0,17,0.0,0,225,1,225,0.0,225.0,0.0,0.0,,->,0
23.32.228.33,10.20.73.129,443.0,65095.0,6,1.98,3875,74,8,3949,1994.08,493.62,4.04,52.36,"FIN, ACK, SYN",->,0
10.20.73.129,172.18.3.20,62681.0,53.0,17,0.0,0,72,1,72,0.0,72.0,0.0,0.0,,->,0
10.20.73.129,172.18.3.20,62223.0,53.0,17,0.0,0,72,1,72,0.0,72.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.101,50108.0,53.0,17,0.0,0,72,1,72,75497472.0,72.0,1048576.0,0.0,,->,0
10.20.73.129,172.16.0.100,52754.0,53.0,17,0.0,0,72,1,72,100663296.0,72.0,1398101.33,0.0,,->,0
10.20.73.129,10.64.76.10,49265.0,53.0,17,0.0,0,72,1,72,60397977.6,72.0,838860.8,0.0,,->,0
10.20.73.129,172.16.0.100,50080.0,53.0,17,0.0,0,72,1,72,0.0,72.0,0.0,0.0,,->,0
10.20.73.129,10.64.77.10,54313.0,53.0,17,0.0,0,72,1,72,0.0,72.0,0.0,0.0,,->,0
10.20.73.129,10.64.77.10,64305.0,53.0,17,0.0,0,72,1,72,0.0,72.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.101,52015.0,53.0,17,0.0,0,72,1,72,60397977.6,72.0,838860.8,0.0,,->,0
10.20.73.129,172.16.0.101,59148.0,53.0,17,0.0,0,72,1,72,0.0,72.0,0.0,0.0,,->,0
10.20.73.129,10.64.76.10,58308.0,53.0,17,0.0,0,72,1,72,0.0,72.0,0.0,0.0,,->,0
10.20.73.129,10.64.76.10,55124.0,53.0,17,0.0,0,72,1,72,0.0,72.0,0.0,0.0,,->,0
10.20.73.129,10.64.77.10,56229.0,53.0,17,0.0,0,72,1,72,0.0,72.0,0.0,0.0,,->,0
10.20.73.129,172.18.2.20,49220.0,53.0,17,0.0,0,72,1,72,75497472.0,72.0,1048576.0,0.0,,->,0
10.20.73.129,172.18.2.20,50713.0,53.0,17,0.0,0,72,1,72,0.0,72.0,0.0,0.0,,->,0
10.20.73.129,172.18.2.20,60875.0,53.0,17,0.0,0,72,1,72,0.0,72.0,0.0,0.0,,->,0
10.20.73.129,172.18.3.20,63841.0,53.0,17,0.0,0,72,1,72,0.0,72.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.100,52530.0,53.0,17,0.0,0,72,1,72,75497472.0,72.0,1048576.0,0.0,,->,0
172.16.0.100,10.20.73.129,53.0,50080.0,17,0.0,0,211,1,211,0.0,211.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.100,63371.0,53.0,17,0.0,0,92,1,92,0.0,92.0,0.0,0.0,,->,0
10.20.73.129,172.18.3.20,50597.0,53.0,17,0.0,0,92,1,92,0.0,92.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.101,60954.0,53.0,17,0.0,0,92,1,92,96468992.0,92.0,1048576.0,0.0,,->,0
10.20.73.129,10.64.76.10,64290.0,53.0,17,0.0,0,92,1,92,0.0,92.0,0.0,0.0,,->,0
10.20.73.129,10.64.77.10,59675.0,53.0,17,0.0,0,92,1,92,0.0,92.0,0.0,0.0,,->,0
10.20.73.129,172.18.2.20,53000.0,53.0,17,0.0,0,92,1,92,0.0,92.0,0.0,0.0,,->,0
172.16.0.101,10.20.73.129,53.0,60954.0,17,0.0,0,152,1,152,0.0,152.0,0.0,0.0,,->,0
172.16.0.100,10.20.73.129,53.0,63371.0,17,0.0,0,152,1,152,159383552.0,152.0,1048576.0,0.0,,->,0
172.16.0.100,10.20.73.129,53.0,52530.0,17,0.0,0,207,1,207,217055232.0,207.0,1048576.0,0.0,,->,0
10.20.73.129,10.64.76.10,56353.0,53.0,17,0.0,0,92,1,92,0.0,92.0,0.0,0.0,,->,0
10.20.73.129,172.18.3.20,53202.0,53.0,17,0.0,0,92,1,92,0.0,92.0,0.0,0.0,,->,0
10.20.73.129,10.64.77.10,51420.0,53.0,17,0.0,0,92,1,92,0.0,92.0,0.0,0.0,,->,0
10.20.73.129,172.18.2.20,50212.0,53.0,17,0.0,0,92,1,92,0.0,92.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.101,58326.0,53.0,17,0.0,0,92,1,92,96468992.0,92.0,1048576.0,0.0,,->,0
10.20.73.129,172.16.0.100,63765.0,53.0,17,0.0,0,92,1,92,96468992.0,92.0,1048576.0,0.0,,->,0
10.20.73.129,17.253.83.201,65096.0,443.0,6,0.86,2058,78,18,2136,2497.62,118.67,21.05,26.38,"FIN, RST, ACK, SYN",->,0
172.16.0.100,10.20.73.129,53.0,63765.0,17,0.0,0,148,1,148,0.0,148.0,0.0,0.0,,->,0
17.253.83.201,10.20.73.129,443.0,65096.0,6,0.05,33786,74,29,33860,746836.28,1167.59,639.64,456.57,"ACK, SYN",->,0
172.16.0.101,10.20.73.129,53.0,59148.0,17,0.0,0,207,1,207,217055232.0,207.0,1048576.0,0.0,,->,0
172.16.0.101,10.20.73.129,53.0,52015.0,17,0.0,0,183,1,183,0.0,183.0,0.0,0.0,,->,0
172.16.0.101,10.20.73.129,53.0,50108.0,17,0.0,0,211,1,211,0.0,211.0,0.0,0.0,,->,0
172.16.0.100,10.20.73.129,53.0,52754.0,17,0.0,0,242,1,242,253755392.0,242.0,1048576.0,0.0,,->,0
172.16.0.101,10.20.73.129,53.0,58326.0,17,0.0,0,148,1,148,155189248.0,148.0,1048576.0,0.0,,->,0
10.20.73.129,172.18.3.20,50057.0,53.0,17,0.0,0,86,1,86,0.0,86.0,0.0,0.0,,->,0
10.20.73.129,172.18.3.20,64152.0,53.0,17,0.0,0,86,1,86,72142028.8,86.0,838860.8,0.0,,->,0
10.20.73.129,172.16.0.100,64568.0,53.0,17,0.0,0,86,1,86,0.0,86.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.101,54026.0,53.0,17,0.0,0,86,1,86,0.0,86.0,0.0,0.0,,->,0
10.20.73.129,172.18.3.20,62800.0,53.0,17,0.0,0,79,1,79,0.0,79.0,0.0,0.0,,->,0
10.20.73.129,10.64.76.10,62626.0,53.0,17,0.0,0,86,1,86,0.0,86.0,0.0,0.0,,->,0
10.20.73.129,172.18.3.20,51115.0,53.0,17,0.0,0,81,1,81,0.0,81.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.100,53126.0,53.0,17,0.0,0,79,1,79,0.0,79.0,0.0,0.0,,->,0
10.20.73.129,10.64.77.10,58042.0,53.0,17,0.0,0,86,1,86,0.0,86.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.101,63001.0,53.0,17,0.0,0,79,1,79,0.0,79.0,0.0,0.0,,->,0
10.20.73.129,172.18.2.20,59410.0,53.0,17,0.0,0,86,1,86,0.0,86.0,0.0,0.0,,->,0
10.20.73.129,10.64.76.10,58222.0,53.0,17,0.0,0,79,1,79,82837504.0,79.0,1048576.0,0.0,,->,0
10.20.73.129,172.16.0.100,56952.0,53.0,17,0.0,0,86,1,86,0.0,86.0,0.0,0.0,,->,0
10.20.73.129,10.64.77.10,55486.0,53.0,17,0.0,0,79,1,79,0.0,79.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.101,60446.0,53.0,17,0.0,0,86,1,86,72142028.8,86.0,838860.8,0.0,,->,0
10.20.73.129,172.16.0.100,55249.0,53.0,17,0.0,0,81,1,81,0.0,81.0,0.0,0.0,,->,0
10.20.73.129,172.18.2.20,62207.0,53.0,17,0.0,0,79,1,79,0.0,79.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.101,50681.0,53.0,17,0.0,0,81,1,81,0.0,81.0,0.0,0.0,,->,0
10.20.73.129,10.64.76.10,60845.0,53.0,17,0.0,0,81,1,81,0.0,81.0,0.0,0.0,,->,0
10.20.73.129,10.64.76.10,60874.0,53.0,17,0.0,0,86,1,86,90177536.0,86.0,1048576.0,0.0,,->,0
10.20.73.129,10.64.77.10,62098.0,53.0,17,0.0,0,81,1,81,0.0,81.0,0.0,0.0,,->,0
10.20.73.129,172.18.2.20,51710.0,53.0,17,0.0,0,81,1,81,0.0,81.0,0.0,0.0,,->,0
10.20.73.129,10.64.77.10,54820.0,53.0,17,0.0,0,86,1,86,0.0,86.0,0.0,0.0,,->,0
10.20.73.129,172.18.2.20,58487.0,53.0,17,0.0,0,86,1,86,0.0,86.0,0.0,0.0,,->,0
172.16.0.101,10.20.73.129,53.0,63001.0,17,0.0,0,111,1,111,0.0,111.0,0.0,0.0,,->,0
172.16.0.100,10.20.73.129,53.0,53126.0,17,0.0,0,111,1,111,0.0,111.0,0.0,0.0,,->,0
172.16.0.100,10.20.73.129,53.0,56952.0,17,0.0,0,102,1,102,0.0,102.0,0.0,0.0,,->,0
172.16.0.101,10.20.73.129,53.0,60446.0,17,0.0,0,102,1,102,106954752.0,102.0,1048576.0,0.0,,->,0
172.16.0.101,10.20.73.129,53.0,50681.0,17,0.0,0,113,1,113,0.0,113.0,0.0,0.0,,->,0
172.16.0.100,10.20.73.129,53.0,64568.0,17,0.0,0,226,1,226,0.0,226.0,0.0,0.0,,->,0
172.16.0.100,10.20.73.129,53.0,55249.0,17,0.0,0,113,1,113,0.0,113.0,0.0,0.0,,->,0
172.16.0.101,10.20.73.129,53.0,54026.0,17,0.0,0,198,1,198,0.0,198.0,0.0,0.0,,->,0
10.20.73.129,173.194.167.230,65099.0,443.0,6,30.17,1947,78,12,2025,67.12,168.75,0.4,24.96,"ACK, SYN",->,0
173.194.167.230,10.20.73.129,443.0,65099.0,6,30.17,5571,74,11,5645,187.09,513.18,0.36,75.28,"ACK, SYN",->,0
10.20.73.129,173.194.167.230,61938.0,443.0,17,0.34,5176,1294,5,6470,18980.24,1294.0,14.67,4.0,,->,0
173.194.167.230,10.20.73.129,443.0,61938.0,17,0.0,0,1242,1,1242,1302331392.0,1242.0,1048576.0,0.0,,->,0
10.20.73.129,173.194.167.230,65101.0,443.0,6,29.53,72536,78,761,72614,2459.39,95.42,25.77,929.95,"ACK, SYN",->,0
173.194.167.230,10.20.73.129,443.0,65101.0,6,29.52,4468828,74,3155,4468902,151362.98,1416.45,106.86,60389.57,"ACK, SYN",->,0
10.20.73.129,172.217.12.138,65104.0,443.0,6,0.07,3646,78,16,3724,56124.8,232.75,241.14,46.74,"FIN, ACK, SYN",->,0
10.20.73.129,172.217.12.138,65105.0,443.0,6,0.07,3647,78,16,3725,56254.48,232.81,241.63,46.76,"FIN, ACK, SYN",->,0
172.217.12.138,10.20.73.129,443.0,65104.0,6,0.06,6365,74,14,6439,115214.66,459.93,250.51,86.01,"FIN, ACK, SYN",->,0
172.217.12.138,10.20.73.129,443.0,65105.0,6,0.06,6499,74,16,6573,116788.78,410.81,284.29,87.82,"FIN, ACK, SYN",->,0
10.20.73.129,172.217.12.138,63697.0,443.0,17,0.3,5176,1294,5,6470,21264.72,1294.0,16.43,4.0,,->,0
172.217.12.138,10.20.73.129,443.0,63697.0,17,0.0,0,1242,1,1242,0.0,1242.0,0.0,0.0,,->,0
10.20.73.129,142.250.176.10,60195.0,443.0,17,0.0,0,72,1,72,0.0,72.0,0.0,0.0,,->,0
10.20.73.129,23.32.228.33,65110.0,443.0,6,0.05,1627,78,12,1705,34056.51,142.08,239.69,20.86,"ACK, SYN",->,0
23.32.228.33,10.20.73.129,443.0,65110.0,6,0.04,9159,74,13,9233,237524.59,710.23,334.43,123.77,"ACK, SYN",->,0
10.20.73.129,10.20.0.1,61948.0,5351.0,17,0.0,54,44,2,98,106322.24,49.0,2169.84,1.23,,->,0
10.20.73.129,10.20.0.1,62727.0,5351.0,17,0.0,66,44,2,110,165366.82,55.0,3006.67,1.5,,->,0
10.20.73.129,10.20.0.1,62727.0,1900.0,17,0.0,0,136,1,136,114085068.8,136.0,838860.8,0.0,,->,0
10.20.73.129,239.255.255.250,62727.0,1900.0,17,0.0,179,136,2,315,563413.97,157.5,3577.23,1.32,,->,0
10.20.73.129,192.73.252.65,41641.0,3478.0,17,0.0,0,82,1,82,85983232.0,82.0,1048576.0,0.0,,->,0
192.73.252.65,10.20.73.129,3478.0,41641.0,17,0.0,0,74,1,74,0.0,74.0,0.0,0.0,,->,0
104.18.18.125,10.20.73.129,443.0,64449.0,6,0.01,132,105,3,237,25754.59,79.0,326.01,1.26,"FIN, ACK",->,0
10.20.73.129,104.18.18.125,64449.0,443.0,6,0.0,327,66,5,393,131521.7,78.6,1673.3,4.95,"FIN, ACK",->,0
10.20.73.129,172.16.0.101,50258.0,53.0,17,0.0,0,106,1,106,111149056.0,106.0,1048576.0,0.0,,->,0
10.20.73.129,172.18.3.20,61242.0,53.0,17,0.0,0,106,1,106,111149056.0,106.0,1048576.0,0.0,,->,0
10.20.73.129,172.16.0.100,54590.0,53.0,17,0.0,0,106,1,106,0.0,106.0,0.0,0.0,,->,0
10.20.73.129,172.18.3.20,61918.0,53.0,17,0.0,0,106,1,106,0.0,106.0,0.0,0.0,,->,0
10.20.73.129,10.64.77.10,57774.0,53.0,17,0.0,0,106,1,106,0.0,106.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.101,60982.0,53.0,17,0.0,0,106,1,106,88919244.8,106.0,838860.8,0.0,,->,0
10.20.73.129,172.18.2.20,51091.0,53.0,17,0.0,0,106,1,106,0.0,106.0,0.0,0.0,,->,0
10.20.73.129,10.64.76.10,61078.0,53.0,17,0.0,0,106,1,106,0.0,106.0,0.0,0.0,,->,0
10.20.73.129,10.64.76.10,55874.0,53.0,17,0.0,0,106,1,106,88919244.8,106.0,838860.8,0.0,,->,0
10.20.73.129,172.16.0.100,52730.0,53.0,17,0.0,0,106,1,106,0.0,106.0,0.0,0.0,,->,0
10.20.73.129,172.18.2.20,54252.0,53.0,17,0.0,0,106,1,106,111149056.0,106.0,1048576.0,0.0,,->,0
172.16.0.100,10.20.73.129,53.0,54590.0,17,0.0,0,184,1,184,192937984.0,184.0,1048576.0,0.0,,->,0
172.16.0.100,10.20.73.129,53.0,52730.0,17,0.0,0,168,1,168,176160768.0,168.0,1048576.0,0.0,,->,0
10.20.73.129,172.16.0.100,64453.0,53.0,17,0.0,0,108,1,108,0.0,108.0,0.0,0.0,,->,0
10.20.73.129,172.16.0.101,53976.0,53.0,17,0.0,0,108,1,108,113246208.0,108.0,1048576.0,0.0,,->,0
10.20.73.129,172.18.3.20,60721.0,53.0,17,0.0,0,108,1,108,0.0,108.0,0.0,0.0,,->,0
10.20.73.129,10.64.77.10,51667.0,53.0,17,0.0,0,108,1,108,113246208.0,108.0,1048576.0,0.0,,->,0
10.20.73.129,10.64.76.10,52960.0,53.0,17,0.0,0,108,1,108,90596966.4,108.0,838860.8,0.0,,->,0
10.20.73.129,172.18.2.20,58690.0,53.0,17,0.0,0,108,1,108,0.0,108.0,0.0,0.0,,->,0
172.16.0.100,10.20.73.129,53.0,64453.0,17,0.0,0,179,1,179,0.0,179.0,0.0,0.0,,->,0
10.20.73.129,20.31.196.184,65115.0,443.0,6,0.53,5092,78,15,5170,9840.48,344.67,28.55,65.28,"FIN, ACK, SYN",->,0
172.16.0.101,10.20.73.129,53.0,60982.0,17,0.0,0,184,1,184,0.0,184.0,0.0,0.0,,->,0
20.31.196.184,10.20.73.129,443.0,65115.0,6,0.52,7563,74,15,7637,14683.37,509.13,28.84,102.2,"FIN, ACK, SYN",->,0
172.16.0.101,10.20.73.129,53.0,53976.0,17,0.0,0,179,1,179,0.0,179.0,0.0,0.0,,->,0
172.16.0.101,10.20.73.129,53.0,50258.0,17,0.0,0,168,1,168,176160768.0,168.0,1048576.0,0.0,,->,0
10.20.73.129,142.250.141.84,65117.0,443.0,6,0.16,7625,78,17,7703,49541.48,453.12,109.33,97.76,"ACK, SYN",->,0
142.250.141.84,10.20.73.129,443.0,65117.0,6,0.15,9329,74,21,9403,62001.81,447.76,138.47,126.07,"ACK, SYN",->,0
10.20.73.129,104.18.34.244,64779.0,443.0,6,0.01,222,105,4,327,36953.72,81.75,452.03,2.11,"FIN, ACK",->,0
104.18.34.244,10.20.73.129,443.0,64779.0,6,0.0,132,66,3,198,206687.95,66.0,3131.64,2.0,"FIN, ACK",->,0
